[2026-05-09T17:01:43.390Z] GET http://localhost:5173/src/components/inbox/SourceCard.tsx → 200 (19ms, 28483B)
[2026-05-09T17:01:43.391Z] GET http://localhost:5173/src/components/wiki/ConfidenceBadge.tsx → 200 (20ms, 4289B)
[2026-05-09T17:01:43.392Z] GET http://localhost:5173/src/components/wiki/PageTypeIndicator.tsx → 200 (18ms, 5169B)
[2026-05-09T17:01:43.392Z] GET http://localhost:5173/src/utils/slugify.ts → 200 (18ms, 723B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/.vite/deps/react-markdown.js?v=f32c85eb → 200 (18ms, 178619B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/.vite/deps/remark-gfm.js?v=f32c85eb → 200 (18ms, 96507B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/.vite/deps/remark-math.js?v=f32c85eb → 200 (24ms, 14718B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/.vite/deps/rehype-raw.js?v=f32c85eb → 200 (19ms, 296901B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/.vite/deps/rehype-katex.js?v=f32c85eb → 200 (19ms, 5982B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/.vite/deps/rehype-highlight.js?v=f32c85eb → 200 (26ms, 1409779B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/katex/dist/katex.min.css → 200 (24ms, 25956B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/node_modules/highlight.js/styles/github.css → 200 (25ms, 2842B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/src/components/wiki/Breadcrumbs.tsx → 200 (24ms, 10183B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/src/components/wiki/ShareButton.tsx → 200 (25ms, 27135B)
[2026-05-09T17:01:43.394Z] GET http://localhost:5173/src/components/wiki/TagSelector.tsx → 200 (25ms, 26593B)
[2026-05-09T17:01:43.399Z] GET http://localhost:5173/src/components/ask/TurnCard.tsx → 200 (21ms, 45048B)
[2026-05-09T17:01:43.399Z] GET http://localhost:5173/src/components/ask/SaveThreadButton.tsx → 200 (20ms, 4357B)
[2026-05-09T17:01:43.400Z] GET http://localhost:5173/node_modules/.vite/deps/react-force-graph-2d.js?v=f32c85eb → 200 (22ms, 757962B)
[2026-05-09T17:01:43.400Z] GET http://localhost:5173/src/components/graph/relationColors.ts → 200 (20ms, 1733B)
[2026-05-09T17:01:43.403Z] GET http://localhost:5173/src/components/health/FindingCard.tsx → 200 (17ms, 51661B)
[2026-05-09T17:01:43.404Z] GET http://localhost:5173/src/api/lint.ts → 200 (16ms, 7683B)
[2026-05-09T17:01:43.408Z] GET http://localhost:5173/src/components/health/RunLintButton.tsx → 200 (12ms, 5499B)
[2026-05-09T17:01:43.409Z] GET http://localhost:5173/src/api/sharing.ts → 200 (12ms, 4392B)
[2026-05-09T17:01:43.409Z] GET http://localhost:5173/src/components/viewers/DocumentViewerModal.tsx → 200 (11ms, 10686B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-WLB7R6ZN.js?v=f32c85eb → 200 (8ms, 640B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-OGF6HNDC.js?v=f32c85eb → 200 (8ms, 102996B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-Y7LV7UOF.js?v=f32c85eb → 200 (8ms, 631B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-F6NQ5ELF.js?v=f32c85eb → 200 (9ms, 23694B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-X2HXH7FL.js?v=f32c85eb → 200 (8ms, 825B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-WPECBQPU.js?v=f32c85eb → 200 (8ms, 1702B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-ZQD2Y7UY.js?v=f32c85eb → 200 (9ms, 5460B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-WA7BIZIN.js?v=f32c85eb → 200 (9ms, 7190B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-EUZGHUHN.js?v=f32c85eb → 200 (10ms, 32650B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-KLDYPO7L.js?v=f32c85eb → 200 (9ms, 6922B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-SUTQHDQG.js?v=f32c85eb → 200 (12ms, 480857B)
[2026-05-09T17:01:43.413Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-IBNKPJYH.js?v=f32c85eb → 200 (10ms, 11456B)
[2026-05-09T17:01:43.422Z] GET http://localhost:5173/src/components/shared/TagPill.tsx → 200 (1ms, 6932B)
[2026-05-09T17:01:43.422Z] GET http://localhost:5173/src/components/viewers/DownloadFallback.tsx → 200 (3ms, 4832B)
[2026-05-09T17:01:43.422Z] GET http://localhost:5173/src/components/viewers/HtmlViewer.tsx → 200 (3ms, 9534B)
[2026-05-09T17:01:43.422Z] GET http://localhost:5173/src/components/viewers/PdfViewer.tsx → 200 (3ms, 13486B)
[2026-05-09T17:01:43.422Z] GET http://localhost:5173/src/components/viewers/TextViewer.tsx → 200 (3ms, 7231B)
[2026-05-09T17:01:43.423Z] GET http://localhost:5173/src/components/viewers/YouTubeViewer.tsx → 200 (2ms, 9494B)
[2026-05-09T17:01:43.425Z] GET http://localhost:5173/node_modules/.vite/deps/pdfjs-dist.js?v=f32c85eb → 200 (3ms, 933826B)
[2026-05-09T17:01:43.523Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700;800&family=JetBrains+Mono:wght@400;500;600&family=Instrument+Serif:ital@0;1&display=swap → 200 (327ms, 21913B)
[2026-05-09T17:01:43.555Z] GET http://localhost:5173/auth/me → 401 (40ms, 74B)
[2026-05-09T17:01:43.557Z] GET http://localhost:5173/auth/me → 401 (22ms, 74B)
[2026-05-09T17:01:43.870Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → pending (?ms, ?B)
[2026-05-09T17:01:43.870Z] GET https://fonts.gstatic.com/s/instrumentserif/v5/jizHRFtNs2ka5fXjeivQ4LroWlx-6zAjjH7Motmp5g.woff2 → pending (?ms, ?B)
[2026-05-09T17:01:43.870Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → pending (?ms, ?B)
[2026-05-09T17:01:57.419Z] GET http://localhost:5173/ → 200 (4ms, 597B)
[2026-05-09T17:01:57.427Z] GET http://localhost:5173/@vite/client → 304 (1ms, ?B)
[2026-05-09T17:01:57.427Z] GET http://localhost:5173/src/main.tsx → 304 (2ms, ?B)
[2026-05-09T17:01:57.427Z] GET http://localhost:5173/@react-refresh → 304 (6ms, ?B)
[2026-05-09T17:01:57.429Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 304 (13ms, ?B)
[2026-05-09T17:01:57.429Z] GET http://localhost:5173/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=f32c85eb → 200 (?ms, 37035B)
[2026-05-09T17:01:57.429Z] GET http://localhost:5173/node_modules/.vite/deps/react.js?v=f32c85eb → 200 (1ms, 219B)
[2026-05-09T17:01:57.430Z] GET http://localhost:5173/node_modules/.vite/deps/react-dom_client.js?v=f32c85eb → 200 (?ms, 1118B)
[2026-05-09T17:01:57.430Z] GET http://localhost:5173/node_modules/.vite/deps/react-router-dom.js?v=f32c85eb → 200 (2ms, 209992B)
[2026-05-09T17:01:57.432Z] GET http://localhost:5173/node_modules/.vite/deps/@tanstack_react-query.js?v=f32c85eb → 200 (?ms, 130747B)
[2026-05-09T17:01:57.432Z] GET http://localhost:5173/src/App.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.433Z] GET http://localhost:5173/src/index.css → 304 (9ms, ?B)
[2026-05-09T17:01:57.433Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-QCHXOAYK.js?v=f32c85eb → 200 (?ms, 77818B)
[2026-05-09T17:01:57.439Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-WOOG5QLI.js?v=f32c85eb → 200 (?ms, 2884B)
[2026-05-09T17:01:57.439Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-RPCDYKBN.js?v=f32c85eb → 200 (1ms, 928095B)
[2026-05-09T17:01:57.440Z] GET http://localhost:5173/node_modules/.vite/deps/chunk-KBTYAULA.js?v=f32c85eb → 200 (?ms, 37368B)
[2026-05-09T17:01:57.443Z] GET http://localhost:5173/src/components/auth/AuthCallback.tsx → 304 (3ms, ?B)
[2026-05-09T17:01:57.443Z] GET http://localhost:5173/src/components/auth/AuthProvider.tsx → 304 (3ms, ?B)
[2026-05-09T17:01:57.443Z] GET http://localhost:5173/src/components/auth/ProtectedRoute.tsx → 304 (3ms, ?B)
[2026-05-09T17:01:57.443Z] GET http://localhost:5173/src/components/landing/LandingPage.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/shared/Layout.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/inbox/InboxView.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/wiki/FacetedSearchView.tsx → 304 (3ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/wiki/WikiExplorerView.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/ask/AskView.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/graph/GraphView.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/health/HealthView.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/settings/SettingsView.tsx → 304 (6ms, ?B)
[2026-05-09T17:01:57.444Z] GET http://localhost:5173/src/components/synthesis/SynthesisView.tsx → 304 (6ms, ?B)
[2026-05-09T17:01:57.445Z] GET http://localhost:5173/src/components/onboarding/OnboardingWizard.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.445Z] GET http://localhost:5173/src/hooks/useWebSocket.ts → 304 (5ms, ?B)
[2026-05-09T17:01:57.445Z] GET http://localhost:5173/src/components/auth/LandingRoute.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.445Z] GET http://localhost:5173/src/api/settings.ts → 304 (5ms, ?B)
[2026-05-09T17:01:57.446Z] GET http://localhost:5173/src/store/auth.ts → 304 (4ms, ?B)
[2026-05-09T17:01:57.446Z] GET http://localhost:5173/src/api/auth.ts → 304 (5ms, ?B)
[2026-05-09T17:01:57.446Z] GET http://localhost:5173/src/components/landing/CompileAnimation.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/api/client.ts → 304 (4ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/hooks/useArticles.ts → 304 (4ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/shared/Badge.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/shared/Spinner.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/wiki/FacetSidebar.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/wiki/SearchBar.tsx → 304 (4ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/HeroSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/ProblemSolutionSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/OperationsSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/PullQuoteSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/ArchitectureSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/UseCasesSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/MemexSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/FaqSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/CtaBandSection.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.447Z] GET http://localhost:5173/src/components/landing/FooterSection.tsx → 304 (6ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/landing/LoginOverlay.tsx → 304 (5ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/store/websocket.ts → 304 (5ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/hooks/useSources.ts → 304 (5ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/inbox/DraftReviewPanel.tsx → 304 (8ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/inbox/QuickAddBar.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/inbox/SourceList.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/api/tags.ts → 304 (5ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/hooks/useArticle.ts → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/api/wiki.ts → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/ArticleCardGrid.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/ArticleOutline.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/ArticleReader.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/BacklinkPanel.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/ConceptTree.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/CreateStubModal.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/FiguresPanel.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/InArticleSearch.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/SavedSearches.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.448Z] GET http://localhost:5173/src/components/wiki/SourcePanel.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/api/query.ts → 304 (9ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/store/selection.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/components/ask/ConversationHistory.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/components/ask/ConversationThread.tsx → 304 (9ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/components/ask/QueryInput.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/components/health/LintReportSummary.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/components/health/FindingsByKindTabs.tsx → 304 (10ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/hooks/useLint.ts → 304 (10ms, ?B)
[2026-05-09T17:01:57.449Z] GET http://localhost:5173/src/components/graph/GraphCanvas.tsx → 304 (10ms, ?B)
